Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"February, 2021",7016.101205,7007.516997,8.58,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"January, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"January, 2021",9977,9977,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"January, 2021",149.232,149,0.23,0.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"January, 2021",1461,1461,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"January, 2021",5231.358184,5152.926129,78.43,1.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"January, 2021",285,285,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"January, 2021",4448,4448,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"January, 2021",5021,5021,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"January, 2021",577.25,577.25,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"January, 2021",17323.17025,17305,18.17,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"January, 2021",7310,7310,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"January, 2021",1932,1932,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"January, 2021",1650.615056,1501.240194,149.37,9.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"January, 2021",12795,12795,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"January, 2021",3890.6488,3731.4428,159.21,4.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"January, 2021",9.991,9.991,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"January, 2021",15499.58,15499.58,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"January, 2021",24058,24058,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"January, 2021",239,239,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"January, 2021",377.581,376,1.58,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"January, 2021",128.192,128,0.19,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"January, 2021",134,134,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"January, 2021",4309.631339,4306.240174,3.39,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"January, 2021",403.487305,403.487305,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"January, 2021",7017,7017,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"January, 2021",14364,14364,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"January, 2021",118.618123,118.618123,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"January, 2021",13907.9491,13907.9491,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"January, 2021",13252,13252,0,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"January, 2021",1204.3675,1204,0.37,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"January, 2021",228.137,228,0.14,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"January, 2021",18995,18995,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"January, 2021",2372,2372,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"January, 2021",6775.936301,6775.936301,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"December, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"December, 2020",8967.4815,8934,33.48,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"December, 2020",141,141,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"December, 2020",1437,1437,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"December, 2020",5059.50285,4855.853397,203.65,4.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"December, 2020",259,259,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"December, 2020",4117.6289,4109,8.63,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"December, 2020",4671,4671,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"December, 2020",520.12,520.12,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"December, 2020",16759,16759,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"December, 2020",7068,7068,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"December, 2020",1896,1896,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"December, 2020",1594.887361,1500.080703,94.81,6.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"December, 2020",12123.10917,12102,21.11,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"December, 2020",3806.7233,3692.7123,114.01,3.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"December, 2020",8.814,8.814,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"December, 2020",15755.88158,15668.14,87.74,1.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"December, 2020",23536.5,23536.5,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"December, 2020",251.851,249,2.85,1.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"December, 2020",384,384,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"December, 2020",127.457,127,0.46,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"December, 2020",154.73,150,4.73,3.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"December, 2020",4226.221188,4224.003586,2.22,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"December, 2020",365.791807,365.364807,0.43,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"December, 2020",6707,6707,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"December, 2020",14335,14335,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"December, 2020",115.14175,115.14175,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"December, 2020",14004.2839,14004.2839,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"December, 2020",11336.178,11316,20.18,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"December, 2020",1179.4816,1179,0.48,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"December, 2020",239,239,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"December, 2020",18185,18185,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"December, 2020",2287,2287,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"December, 2020",6362.402944,6354.063236,8.34,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"November, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"November, 2020",9490,9490,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"November, 2020",149.03,134,15.03,10.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"November, 2020",1724,1724,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"November, 2020",4590.062326,4590.062326,0,0.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"November, 2020",205,205,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"November, 2020",3523.3836,3516,7.38,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"November, 2020",3769,3769,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"November, 2020",542.2,542.2,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"November, 2020",16596,16596,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"November, 2020",6396,6396,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"November, 2020",1737,1737,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"November, 2020",1452.175814,1419.884149,32.29,2.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"November, 2020",10900.0825,10878,22.08,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"November, 2020",3660.1173,3660.1173,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"November, 2020",8.876,8.876,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"November, 2020",14441.05,14441.05,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"November, 2020",22903,22903,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"November, 2020",230.978,227,3.98,2.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"November, 2020",353,353,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"November, 2020",121.472,121,0.47,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"November, 2020",151.215,143,8.22,5.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"November, 2020",4608.908529,4608.908529,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"November, 2020",404.1079517,403.592285,0.52,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"November, 2020",6002,6002,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"November, 2020",13050,13050,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"November, 2020",110.14089,110.14089,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"November, 2020",15173.5934,15063.7134,109.88,1.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"November, 2020",7427,7427,0,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"November, 2020",1148.1211,1148,0.12,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"November, 2020",270.324,270,0.32,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"November, 2020",15496,15496,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"November, 2020",1988,1988,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"November, 2020",7351.655699,7349.726396,1.93,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"October, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"October, 2020",8820,8820,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"October, 2020",130.14,125,5.14,4.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"October, 2020",1989.384,1987,2.38,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"October, 2020",5783.281135,5783.281135,0,0.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"October, 2020",227,227,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"October, 2020",3963,3963,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"October, 2020",4820,4820,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"October, 2020",545.62,545.62,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"October, 2020",17304.0543,17298,6.05,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"October, 2020",8500,8500,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"October, 2020",1556,1556,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"October, 2020",1644.185496,1512.938783,131.25,8.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"October, 2020",9923,9923,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"October, 2020",3576.55,3576.55,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"October, 2020",9.282,9.282,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"October, 2020",12784,12784,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"October, 2020",20635,20635,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"October, 2020",219.77,214,5.77,3.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"October, 2020",336,336,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"October, 2020",109.196,109,0.2,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"October, 2020",159.7,155,4.7,3.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"October, 2020",4984.26995,4972.956474,11.31,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"October, 2020",412.8532243,412.794891,0.06,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"October, 2020",8940,8940,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"October, 2020",12718,12718,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"October, 2020",95.766855,95.766855,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"October, 2020",14757.564,14741.46,16.1,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"October, 2020",9824.217,9791,33.22,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"October, 2020",1164.1232,1164,0.12,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"October, 2020",314,314,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"October, 2020",21029,21029,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"October, 2020",1917,1917,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"October, 2020",8687.146616,8680.605844,6.54,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"September, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"September, 2020",9523,9523,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"September, 2020",157.896,129,28.9,18.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"September, 2020",2072.411,1964,108.41,5.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"September, 2020",5975.459124,5937.900955,37.56,1.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"September, 2020",318,318,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"September, 2020",4335,4335,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"September, 2020",6231,6231,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"September, 2020",541.0458333,541.0458333,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"September, 2020",15749,15749,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"September, 2020",10009,10009,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"September, 2020",1552,1537,15,1.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"September, 2020",1618.989569,1522.315135,96.67,6.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"September, 2020",9235.5275,9216,19.53,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"September, 2020",3374.8563,3354.3813,20.47,1.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"September, 2020",9.621,9.621,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"September, 2020",10263,10263,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"September, 2020",19326.3,19326.3,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"September, 2020",242.448,213,29.45,12.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"September, 2020",334,334,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"September, 2020",108,108,0,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"September, 2020",154.024,154,0.02,0.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"September, 2020",4582.118894,4574.513765,7.61,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"September, 2020",414.2393343,411.220001,3.02,1.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"September, 2020",12433,12433,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"September, 2020",12742,12742,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"September, 2020",91.2679086,91.013072,0.25,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"September, 2020",14300.97713,14282.7318,18.25,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"September, 2020",11739.4,11704,35.4,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"September, 2020",1124.553,1124,0.55,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"September, 2020",316.511,315,1.51,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"September, 2020",23797,23747,50,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"September, 2020",2076,2076,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"September, 2020",8710.761941,8677.644819,33.12,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"August, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"August, 2020",8892,8892,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"August, 2020",157.163,128,29.16,19.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"August, 2020",1943,1943,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"August, 2020",5995.442351,5914.95991,80.48,1.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"August, 2020",343,343,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"August, 2020",4484.83475,4477,7.83,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"August, 2020",5737,5737,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"August, 2020",535.5380494,532,3.54,1.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"August, 2020",14829,14829,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"August, 2020",10159,10159,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"August, 2020",1456,1456,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"August, 2020",1643.030945,1469.851616,173.18,11.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"August, 2020",10578.18167,10562.41,15.77,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"August, 2020",3526.5745,3525.5245,1.05,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"August, 2020",9.433,9.433,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"August, 2020",10027,10027,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"August, 2020",18111,18111,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"August, 2020",200.24,200,0.24,0.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"August, 2020",321.152,320,1.15,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"August, 2020",101.724,101,0.72,1.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"August, 2020",149.357,149,0.36,0.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"August, 2020",4492.864686,4475.633497,17.23,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"August, 2020",413.0657757,412.774109,0.29,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"August, 2020",12815,12815,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"August, 2020",12211,12211,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"August, 2020",77.57223348,77.382646,0.19,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"August, 2020",14212.07607,14208.0094,4.07,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"August, 2020",12922.337,12908,14.34,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"August, 2020",1031.442,1030,1.44,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"August, 2020",301,301,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"August, 2020",23020,22891,129,1.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"August, 2020",1997,1997,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"August, 2020",8498.327449,8480.196692,18.13,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"July, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"July, 2020",8500,8500,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"July, 2020",154.804,127,27.8,18.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"July, 2020",1837.418,1758,79.42,4.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"July, 2020",5912.805239,5773.587305,139.22,2.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"July, 2020",383,383,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"July, 2020",4576.99575,4569,8,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"July, 2020",6310,6310,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"July, 2020",450.88035,450.25,0.63,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"July, 2020",15741,15741,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"July, 2020",10982,10982,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"July, 2020",1479,1479,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"July, 2020",1431.159226,1425.918974,5.24,0.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"July, 2020",9400.5475,9400,0.55,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"July, 2020",3193.3586,3191.6786,1.68,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"July, 2020",9.458,9.458,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"July, 2020",10322.4121,10290,32.41,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"July, 2020",17792,17792,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"July, 2020",225.296,197,28.3,13.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"July, 2020",321.192,321,0.19,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"July, 2020",102.183,102,0.18,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"July, 2020",147,147,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"July, 2020",4480.458596,4474.194724,6.26,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"July, 2020",387.769196,387.769196,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"July, 2020",13148,13148,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"July, 2020",13079,13079,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"July, 2020",86.31050051,86.031972,0.28,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"July, 2020",13283.9037,13283.9037,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"July, 2020",11187.738,11177,10.74,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"April, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"July, 2020",909.36185,908,1.36,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"July, 2020",288,288,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"July, 2020",23419,23419,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"July, 2020",2030,2030,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"July, 2020",8385.80512,8362.390427,23.41,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"June, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"June, 2020",9442.4425,9423,19.44,0.00%
